id,piston_velocity_phase1,metal_velocity_gate,fill_time,phase_transition_position,intensification_time_phase3,intensification_pressure,solidification_time,cycle_time,sleeve_fill_percentage,sleeve_diameter,sleeve_length,plunger_lubricant,plunger_sleeve_clearance,sleeve_temperature,plunger_temperature,blisters_post_treatment,surface_blisters,die_sticking,flow_lines,surface_streaks,cold_shut,heat_cracks,ejector_pin_marks,die_soldering,surface_oxide_inclusions,low_tensile_strength,low_elongation,low_ultimate_strength,low_fatigue_resistance,low_surface_hardness,density_deviation,incomplete_fill,flash,warpage,shrinkage_porosity,volumetric_variation,dimensional_deviation,gas_porosity,gas_bubbles,internal_shrinkage,cracks,hard_inclusions,oxide_inclusions,total_defects,has_defect
23883,0.24,3.63,38.09,176.72,5.35,92.1,20.89,80.63,43.25,47.11,127.53,0.0,0.1,180.71,174.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23884,0.2,3.55,34.2,172.91,6.57,90.12,19.7,68.96,41.71,48.41,129.85,0.0,0.08,191.36,178.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23885,0.22,3.76,37.23,177.13,5.81,111.68,18.58,72.04,42.88,45.61,124.2,0.0,0.08,189.12,174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23886,0.23,3.68,35.04,172.75,5.91,83.52,17.44,68.33,40.59,45.55,122.7,0.0,0.11,183.68,170.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23887,0.22,3.6,35.68,170.07,7.59,118.84,20.2,86.59,40.19,46.45,125.14,0.0,0.09,185.4,173.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23888,0.21,3.58,34.11,175.97,5.22,82.19,24.02,62.92,46.47,47.42,126.54,0.0,0.09,193.26,163.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23889,0.24,3.71,38.85,172.85,7.93,84.59,16.65,75.44,47.21,47.38,125.62,0.0,0.09,185.43,176.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23890,0.21,3.55,39.1,174.29,6.88,86.1,16.05,82.39,47.54,48.31,124.47,0.0,0.11,181.2,175.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23891,0.21,3.68,36.06,179.35,7.27,136.61,18.33,78.93,41.3,48.83,124.56,0.0,0.05,195.62,160.33,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,10,1
23892,0.21,3.6,32.17,172.21,6.55,117.42,21.92,74.47,44.31,47.28,123.12,0.0,0.11,191.98,161.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23893,0.24,3.76,32.13,175.26,5.59,103.63,16.83,71.04,45.2,46.85,125.97,0.0,0.11,194.13,163.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23894,0.21,3.73,35.0,172.61,7.96,99.33,29.38,73.29,40.72,48.09,123.67,0.0,0.11,196.55,161.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1
23895,0.21,3.54,37.11,173.08,6.43,112.08,20.95,82.76,45.66,48.85,122.35,0.0,0.1,184.36,169.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23896,0.23,3.68,32.08,175.03,6.26,113.06,16.97,82.28,40.73,49.81,121.79,0.0,0.11,194.39,165.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23897,0.23,3.73,32.28,173.08,7.71,113.36,15.34,65.39,40.48,45.1,127.13,0.0,0.1,192.09,165.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23898,0.2,3.59,36.06,176.12,6.14,97.61,17.29,71.67,49.41,48.94,122.47,0.0,0.11,190.0,164.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23899,0.23,3.62,34.65,178.01,6.0,85.88,23.73,66.36,42.94,48.53,126.84,0.0,0.11,183.68,167.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23900,0.23,3.68,36.03,177.17,5.47,102.29,23.54,88.3,40.65,45.8,128.69,0.0,0.12,185.76,178.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23901,0.2,3.7,31.91,173.91,5.62,81.82,21.4,61.79,43.19,47.05,122.15,0.0,0.11,191.52,172.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,0.25,3.65,37.47,175.54,7.84,97.61,16.78,65.73,43.46,48.63,125.4,0.0,0.09,198.68,178.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23903,0.2,3.55,32.49,177.56,7.63,80.54,23.5,63.04,41.84,48.12,126.64,0.0,0.09,188.57,125.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
23904,0.21,3.59,39.07,172.56,5.13,105.08,22.2,78.77,43.41,47.92,129.13,0.0,0.08,184.21,162.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23905,0.21,3.64,33.94,175.07,6.82,107.23,20.31,70.54,45.05,46.1,129.83,0.0,0.09,197.95,166.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23906,0.22,3.54,30.33,175.2,5.38,94.51,24.11,63.18,49.55,49.45,124.19,0.0,0.1,189.49,160.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23907,0.23,3.66,37.83,173.81,6.1,80.75,20.75,85.43,45.6,46.31,120.35,0.0,0.08,184.27,165.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23908,0.21,3.56,31.0,175.91,5.14,108.12,17.05,79.67,46.17,45.65,120.45,0.0,0.08,182.89,170.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23909,0.24,3.59,31.44,174.12,7.99,104.37,19.12,69.1,49.04,45.95,122.2,0.0,0.09,191.0,164.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23910,0.23,3.65,39.25,173.62,5.93,108.89,19.08,87.69,49.8,45.54,123.1,0.0,0.08,192.11,170.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23911,0.23,3.66,31.03,173.98,7.55,114.32,24.43,68.3,40.87,45.48,123.63,0.0,0.09,194.19,165.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23912,0.17,3.52,30.72,171.7,6.72,90.58,16.75,69.07,45.48,45.75,121.93,0.0,0.12,189.59,165.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23913,0.21,3.53,39.69,179.56,7.46,119.22,17.74,84.77,45.02,49.0,126.11,0.0,0.11,187.95,179.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23914,0.21,3.77,24.65,166.81,3.17,138.58,15.21,80.43,41.44,51.61,120.79,0.0,0.11,182.15,174.56,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,19,1
23915,0.23,3.64,36.32,172.13,5.89,88.41,21.94,62.35,40.73,45.96,125.51,0.0,0.11,184.27,171.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23916,0.24,3.61,37.89,178.21,7.01,116.78,18.08,74.2,45.58,48.36,128.29,0.0,0.09,192.8,168.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23917,0.23,3.53,37.18,179.21,5.49,98.84,22.39,68.61,49.21,49.44,121.04,0.0,0.08,199.53,179.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23918,0.21,3.58,30.8,170.97,7.36,98.18,15.92,88.43,44.46,47.68,120.92,0.0,0.08,189.47,165.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23919,0.21,3.74,31.23,170.41,7.53,117.93,17.28,78.54,42.27,48.26,127.87,0.0,0.1,196.87,179.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23920,0.23,3.66,36.91,175.75,5.16,102.43,21.48,79.25,47.28,47.6,129.0,0.0,0.1,190.36,175.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23921,0.21,3.52,39.65,172.24,5.29,80.04,17.6,63.76,45.87,49.72,129.49,0.0,0.09,183.02,165.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23922,0.23,3.55,35.72,174.66,5.2,118.49,15.41,75.92,40.43,47.72,120.65,0.0,0.08,191.34,166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23923,0.23,3.59,33.82,175.43,7.47,83.97,20.35,75.19,44.29,47.82,123.15,0.0,0.11,189.6,168.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23924,0.23,3.56,38.99,173.23,7.42,95.09,22.64,66.63,47.64,45.9,124.91,0.0,0.08,190.56,176.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23925,0.24,3.52,32.24,173.92,6.58,109.22,16.84,88.77,47.79,47.22,125.54,0.0,0.11,186.11,179.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23926,0.21,3.59,30.33,175.65,7.8,115.29,18.65,79.81,48.22,45.73,126.18,0.0,0.11,189.41,167.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23927,0.24,3.65,34.96,174.16,5.15,90.27,24.29,89.32,47.54,46.28,125.24,0.0,0.11,188.38,160.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23928,0.23,3.65,34.48,172.83,6.06,94.72,15.46,76.57,48.18,46.9,128.72,0.0,0.11,185.27,178.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23929,0.23,3.51,32.09,179.21,6.79,98.22,20.22,60.0,44.6,45.72,128.58,0.0,0.1,184.64,170.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23930,0.21,3.63,32.07,172.25,6.98,101.01,21.36,85.91,40.72,49.44,127.85,0.0,0.08,199.1,177.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23931,0.21,3.77,33.29,179.86,5.14,99.84,18.25,89.88,49.9,46.18,122.67,0.0,0.11,197.79,173.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23932,0.2,3.59,32.33,179.55,6.0,83.79,16.94,66.03,47.36,49.03,124.13,0.0,0.1,191.47,178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23933,0.22,3.59,37.3,172.35,6.2,102.1,18.92,61.55,43.02,47.24,128.76,0.0,0.1,180.29,179.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23934,0.24,3.61,36.73,177.3,7.18,83.26,24.75,82.79,45.97,46.44,121.52,0.0,0.11,187.89,178.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23935,0.21,3.6,35.03,170.29,6.27,96.62,17.31,73.11,49.33,46.44,120.8,0.0,0.12,188.69,162.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23936,0.24,3.57,30.7,170.23,6.1,112.45,23.52,67.07,42.42,48.16,127.79,0.0,0.12,194.11,168.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23937,0.22,3.74,34.95,174.0,6.37,112.12,22.12,77.72,47.97,46.03,123.13,0.0,0.1,188.58,172.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23938,0.24,3.76,31.56,170.53,5.57,112.63,19.13,81.75,43.64,47.68,128.94,0.0,0.09,184.23,179.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23939,0.24,3.7,31.67,177.26,7.8,98.41,21.0,77.97,40.96,48.01,125.79,0.0,0.08,192.58,175.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23940,0.25,3.72,30.81,170.9,5.41,88.41,18.7,86.62,45.15,45.07,126.15,0.0,0.11,181.47,160.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23941,0.21,3.56,39.57,178.27,6.94,87.69,20.56,73.64,48.83,45.96,128.03,0.0,0.11,199.35,179.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23942,0.24,3.72,38.57,172.39,6.89,114.11,21.22,87.09,48.19,46.44,124.16,0.0,0.11,190.56,175.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23943,0.23,3.7,32.97,171.9,6.78,111.25,18.82,76.63,45.88,45.46,126.1,0.0,0.09,180.5,172.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23944,0.22,3.74,33.21,178.57,6.59,99.83,18.59,67.66,42.24,47.27,123.86,0.0,0.1,192.75,175.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23945,0.21,3.73,32.16,178.08,7.13,98.59,15.94,68.12,43.09,49.87,129.28,0.0,0.08,196.63,170.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23946,0.24,3.58,33.86,171.86,6.62,116.29,16.39,82.76,49.86,48.84,129.07,0.0,0.11,184.52,171.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23947,0.23,3.54,39.78,173.8,5.8,99.04,23.04,62.35,47.13,49.78,120.02,0.0,0.09,190.97,168.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23948,0.2,3.52,37.83,170.74,5.21,97.6,21.59,79.25,41.36,46.55,126.88,0.0,0.11,193.68,172.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23949,0.21,3.57,34.28,175.4,7.47,109.09,17.12,73.04,40.32,47.85,127.04,0.0,0.11,182.48,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23950,0.22,3.72,37.98,178.11,6.51,92.11,24.77,83.4,47.36,49.8,120.05,0.0,0.1,185.86,163.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23951,0.23,3.5,37.76,176.24,5.61,93.87,16.96,62.5,42.75,49.43,128.22,0.0,0.11,197.87,177.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23952,0.2,3.7,35.79,177.11,7.05,96.92,15.54,98.66,46.59,47.78,129.55,0.0,0.09,194.84,175.34,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,10,1
23953,0.21,3.66,39.78,174.7,5.56,85.74,21.81,88.5,45.11,46.74,122.04,0.0,0.12,191.71,170.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23954,0.23,3.77,31.91,170.95,6.12,116.8,29.97,70.59,48.04,46.62,125.42,0.0,0.12,187.47,169.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1
23955,0.22,3.63,38.22,179.85,5.57,88.34,24.12,86.7,49.63,49.2,125.47,0.0,0.1,188.55,160.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23956,0.21,3.56,30.1,178.93,5.63,103.48,18.85,81.07,44.01,47.82,129.16,0.0,0.1,185.36,175.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23957,0.2,3.6,36.24,170.42,6.52,88.29,19.73,81.18,44.97,45.17,125.15,0.0,0.12,191.48,175.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23958,0.2,3.66,39.23,175.96,7.91,85.46,20.68,83.94,45.26,45.46,125.83,0.0,0.1,194.57,175.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23959,0.23,3.51,31.69,173.88,7.18,111.06,19.56,73.32,47.6,46.0,125.37,0.0,0.11,196.27,162.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23960,0.25,3.51,30.17,171.84,5.41,109.12,21.03,62.47,41.16,48.81,122.13,0.0,0.09,181.12,175.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23961,0.2,3.61,33.48,170.3,5.79,117.1,21.77,60.44,45.18,46.74,129.85,0.0,0.12,193.73,160.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23962,0.23,3.7,36.77,170.66,5.46,82.11,22.14,84.07,41.22,47.41,129.15,0.0,0.09,199.34,167.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23963,0.21,3.67,33.56,178.19,5.85,103.66,22.88,73.07,43.28,49.96,127.08,0.0,0.09,193.87,167.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23964,0.23,3.54,33.92,172.44,5.78,115.52,24.86,66.42,43.11,47.1,122.75,0.0,0.1,192.35,174.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23965,0.23,3.61,30.53,175.87,6.22,91.35,15.57,89.33,49.22,48.64,123.2,0.0,0.12,182.9,179.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23966,0.25,3.7,35.85,178.8,7.69,118.12,24.04,80.85,41.4,46.73,125.87,0.0,0.11,184.0,171.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23967,0.21,3.6,34.72,172.43,7.38,108.36,23.82,86.74,42.34,45.93,122.57,0.0,0.11,186.44,165.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23968,0.23,3.67,39.12,172.66,7.8,100.81,15.55,81.49,43.14,48.66,127.74,0.0,0.12,194.99,161.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23969,0.23,3.68,30.8,171.28,6.15,94.19,21.92,78.92,49.37,48.86,127.07,0.0,0.08,188.34,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23970,0.24,3.65,35.18,172.83,6.46,119.37,15.36,77.78,45.23,48.9,121.57,0.0,0.11,194.76,179.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23971,0.24,3.58,35.95,170.17,7.33,80.3,23.45,81.03,48.65,45.37,128.71,0.0,0.1,181.02,164.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23972,0.21,3.63,30.26,170.3,7.0,109.4,18.79,76.64,47.43,49.07,127.31,0.0,0.1,194.83,173.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23973,0.22,3.69,37.34,172.63,5.77,90.44,16.3,83.19,42.52,47.51,124.44,0.0,0.11,197.05,178.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23974,0.24,3.66,36.16,171.76,5.32,87.47,19.51,61.42,45.09,49.56,122.41,0.0,0.1,181.11,173.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23975,0.21,3.72,36.18,172.72,7.92,117.71,19.83,63.09,44.59,48.27,126.44,0.0,0.11,192.54,177.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23976,0.23,3.67,31.28,179.11,6.2,104.02,15.61,82.7,40.26,45.77,128.72,0.0,0.09,195.08,170.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23977,0.22,3.62,37.09,173.15,6.4,90.54,20.08,88.42,42.9,49.08,122.19,0.0,0.09,181.82,179.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23978,0.22,3.75,30.61,172.07,5.42,117.93,20.61,76.02,47.17,45.23,126.09,0.0,0.09,181.92,160.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23979,0.21,3.64,39.55,172.95,6.47,95.37,21.3,65.82,42.6,49.29,128.11,0.0,0.11,195.42,169.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23980,0.23,3.55,33.21,179.7,5.62,110.74,23.71,69.97,50.0,45.05,128.1,0.0,0.11,184.09,179.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23981,0.2,3.51,39.35,177.12,7.19,104.08,19.52,75.09,47.9,48.38,129.28,0.0,0.11,193.46,164.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23982,0.22,3.56,39.01,179.79,6.85,115.63,19.33,61.15,44.96,46.11,129.08,0.0,0.11,181.84,164.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23983,0.21,3.65,39.52,171.57,6.98,116.95,21.43,68.07,45.4,45.31,129.65,0.0,0.09,169.8,176.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
23984,0.23,3.7,33.9,170.67,7.49,113.51,16.02,77.64,47.32,45.46,128.46,0.0,0.09,191.77,167.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23985,0.22,3.52,31.94,176.83,6.91,82.72,21.24,75.87,48.49,48.0,127.52,0.0,0.1,186.88,162.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23986,0.21,3.66,31.17,171.72,5.88,106.81,18.05,68.37,46.37,48.93,126.41,0.0,0.1,189.95,172.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23987,0.22,3.51,32.14,177.39,5.34,80.52,22.91,71.76,43.96,46.36,128.4,0.0,0.11,190.11,171.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23988,0.2,3.55,34.49,174.3,5.41,112.52,21.47,73.92,47.28,49.84,120.58,0.0,0.12,199.67,162.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23989,0.22,3.76,35.88,176.85,7.17,82.82,21.14,62.76,49.24,49.41,121.51,0.0,0.11,182.74,174.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23990,0.22,3.77,38.15,174.3,7.83,93.88,18.44,86.54,43.22,49.96,121.61,0.0,0.1,194.64,161.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23991,0.24,3.75,35.48,170.39,5.19,87.25,17.17,71.42,42.01,46.51,120.63,0.0,0.1,190.57,174.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23992,0.24,3.51,39.2,173.83,6.43,85.5,23.92,68.52,43.33,48.74,121.94,0.0,0.11,191.77,174.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
